FILIAL;NOTA;PROD;DESCRICAO;NBM;DATA;OPERACAO;QT;PRECOVENDA;TOTAL;USUARIO;PRECO_TABELA;SITTRIBUT;CODEPTO;DESCRICAODEPTO;CODFORNEC;FORNECEDOR;CODFISCAL
6;142716;1034;FEIJAO CARIOCA TP1 KICALDO 1KG;7133399;2020;S;1;7,45;7,45;4411;7,45;41;38;MERCEARIA;58;SOMAR COMERCIO E TRANSP DE ALIM LTDA;5102
6;238453;1034;FEIJAO CARIOCA TP1 KICALDO 1KG;7133399;2020;E;200;5,833;1166,6;1100;5,833;41;38;MERCEARIA;58;SOMAR COMERCIO E TRANSP DE ALIM LTDA;1403
13;78042;1034;FEIJAO CARIOCA TP1 KICALDO 1KG;7133399;2020;S;1;7,65;7,65;4498;7,65;41;38;MERCEARIA;58;SOMAR COMERCIO E TRANSP DE ALIM LTDA;5102
13;159285;1034;FEIJAO CARIOCA TP1 KICALDO 1KG;7133399;2020;S;1;7,65;7,65;4388;7,65;41;38;MERCEARIA;58;SOMAR COMERCIO E TRANSP DE ALIM LTDA;5102
6;158338;1034;FEIJAO CARIOCA TP1 KICALDO 1KG;7133399;2020;S;1;7,45;7,45;4571;7,45;41;38;MERCEARIA;58;SOMAR COMERCIO E TRANSP DE ALIM LTDA;5102
9;95527;1034;FEIJAO CARIOCA TP1 KICALDO 1KG;7133399;2020;S;1;7,3;7,3;4569;7,3;41;38;MERCEARIA;58;SOMAR COMERCIO E TRANSP DE ALIM LTDA;5102
6;142691;1034;FEIJAO CARIOCA TP1 KICALDO 1KG;7133399;2020;S;1;7,45;7,45;4411;7,45;41;38;MERCEARIA;58;SOMAR COMERCIO E TRANSP DE ALIM LTDA;5102
6;91969;1034;FEIJAO CARIOCA TP1 KICALDO 1KG;7133399;2020;S;1;7,45;7,45;4242;7,45;41;38;MERCEARIA;58;SOMAR COMERCIO E TRANSP DE ALIM LTDA;5102
13;143819;1034;FEIJAO CARIOCA TP1 KICALDO 1KG;7133399;2020;S;1;7,65;7,65;4553;7,65;41;38;MERCEARIA;58;SOMAR COMERCIO E TRANSP DE ALIM LTDA;5102
13;31240;1034;FEIJAO CARIOCA TP1 KICALDO 1KG;7133399;2020;S;1;7,65;7,65;4553;7,65;41;38;MERCEARIA;58;SOMAR COMERCIO E TRANSP DE ALIM LTDA;5102
9;20624;1034;FEIJAO CARIOCA TP1 KICALDO 1KG;7133399;2020;S;1;7,3;7,3;4559;7,3;41;38;MERCEARIA;58;SOMAR COMERCIO E TRANSP DE ALIM LTDA;5102
6;87350;1034;FEIJAO CARIOCA TP1 KICALDO 1KG;7133399;2020;S;2;7,45;14,9;4342;7,45;41;38;MERCEARIA;58;SOMAR COMERCIO E TRANSP DE ALIM LTDA;5102
6;142560;1034;FEIJAO CARIOCA TP1 KICALDO 1KG;7133399;2020;S;1;7,45;7,45;4544;7,45;41;38;MERCEARIA;58;SOMAR COMERCIO E TRANSP DE ALIM LTDA;5102
6;158176;1034;FEIJAO CARIOCA TP1 KICALDO 1KG;7133399;2020;S;1;7,45;7,45;4422;7,45;41;38;MERCEARIA;58;SOMAR COMERCIO E TRANSP DE ALIM LTDA;5102
9;95423;1034;FEIJAO CARIOCA TP1 KICALDO 1KG;7133399;2020;S;1;7,3;7,3;4569;7,3;41;38;MERCEARIA;58;SOMAR COMERCIO E TRANSP DE ALIM LTDA;5102
9;126395;1034;FEIJAO CARIOCA TP1 KICALDO 1KG;7133399;2020;S;1;7,3;7,3;4457;7,3;41;38;MERCEARIA;58;SOMAR COMERCIO E TRANSP DE ALIM LTDA;5102
6;158222;1034;FEIJAO CARIOCA TP1 KICALDO 1KG;7133399;2020;S;1;7,45;7,45;4422;7,45;41;38;MERCEARIA;58;SOMAR COMERCIO E TRANSP DE ALIM LTDA;5102
9;138430;1034;FEIJAO CARIOCA TP1 KICALDO 1KG;7133399;2020;S;1;7,3;7,3;4434;7,3;41;38;MERCEARIA;58;SOMAR COMERCIO E TRANSP DE ALIM LTDA;5102
13;143743;1034;FEIJAO CARIOCA TP1 KICALDO 1KG;7133399;2020;S;1;7,65;7,65;4404;7,65;41;38;MERCEARIA;58;SOMAR COMERCIO E TRANSP DE ALIM LTDA;5102
13;77944;1034;FEIJAO CARIOCA TP1 KICALDO 1KG;7133399;2020;S;1;7,65;7,65;4498;7,65;41;38;MERCEARIA;58;SOMAR COMERCIO E TRANSP DE ALIM LTDA;5102
9;116864;1034;FEIJAO CARIOCA TP1 KICALDO 1KG;7133399;2020;S;1;7,3;7,3;4339;7,3;41;38;MERCEARIA;58;SOMAR COMERCIO E TRANSP DE ALIM LTDA;5102
9;95364;1034;FEIJAO CARIOCA TP1 KICALDO 1KG;7133399;2020;S;1;7,3;7,3;4569;7,3;41;38;MERCEARIA;58;SOMAR COMERCIO E TRANSP DE ALIM LTDA;5102
13;143744;1034;FEIJAO CARIOCA TP1 KICALDO 1KG;7133399;2020;S;1;7,65;7,65;4404;7,65;41;38;MERCEARIA;58;SOMAR COMERCIO E TRANSP DE ALIM LTDA;5102
6;142613;1034;FEIJAO CARIOCA TP1 KICALDO 1KG;7133399;2020;S;1;7,45;7,45;4544;7,45;41;38;MERCEARIA;58;SOMAR COMERCIO E TRANSP DE ALIM LTDA;5102
6;158180;1034;FEIJAO CARIOCA TP1 KICALDO 1KG;7133399;2020;S;1;7,45;7,45;4422;7,45;41;38;MERCEARIA;58;SOMAR COMERCIO E TRANSP DE ALIM LTDA;5102
9;126376;1034;FEIJAO CARIOCA TP1 KICALDO 1KG;7133399;2020;S;1;7,3;7,3;4457;7,3;41;38;MERCEARIA;58;SOMAR COMERCIO E TRANSP DE ALIM LTDA;5102
6;87312;1034;FEIJAO CARIOCA TP1 KICALDO 1KG;7133399;2020;S;1;7,45;7,45;4342;7,45;41;38;MERCEARIA;58;SOMAR COMERCIO E TRANSP DE ALIM LTDA;5102
9;116900;1034;FEIJAO CARIOCA TP1 KICALDO 1KG;7133399;2020;S;1;7,3;7,3;4339;7,3;41;38;MERCEARIA;58;SOMAR COMERCIO E TRANSP DE ALIM LTDA;5102
6;153604;1034;FEIJAO CARIOCA TP1 KICALDO 1KG;7133399;2020;S;1;7,45;7,45;4420;7,45;41;38;MERCEARIA;58;SOMAR COMERCIO E TRANSP DE ALIM LTDA;5102
13;143863;1021;MULTIUSO LAVANDA URCA 500ML;34022000;2020;S;2;3,35;6,7;4553;3,35;0;50;LIMPEZA E HIGIENE PESSOAL;86;ROSATEX DO NORDESTE PROD. SANEANTES LTDA;5102
9;95460;1021;MULTIUSO LAVANDA URCA 500ML;34022000;2020;S;1;3,71;3,71;4569;3,71;0;50;LIMPEZA E HIGIENE PESSOAL;86;ROSATEX DO NORDESTE PROD. SANEANTES LTDA;5102
9;95460;1021;MULTIUSO LAVANDA URCA 500ML;34022000;2020;S;1;3,71;3,71;4569;3,71;0;50;LIMPEZA E HIGIENE PESSOAL;86;ROSATEX DO NORDESTE PROD. SANEANTES LTDA;5102
9;20795;1016;DESINFETANTE PINHO URCA 500G;38089419;2020;S;1;2,65;2,65;4458;2,65;0;50;LIMPEZA E HIGIENE PESSOAL;86;ROSATEX DO NORDESTE PROD. SANEANTES LTDA;5102
9;126470;1016;DESINFETANTE PINHO URCA 500G;38089419;2020;S;1;2,65;2,65;4568;2,65;0;50;LIMPEZA E HIGIENE PESSOAL;86;ROSATEX DO NORDESTE PROD. SANEANTES LTDA;5102
6;158264;1015;DESINFETANTE LAVANDA URCA 500G;38089419;2020;S;1;2,65;2,65;4571;2,65;0;50;LIMPEZA E HIGIENE PESSOAL;86;ROSATEX DO NORDESTE PROD. SANEANTES LTDA;5102
6;153631;1015;DESINFETANTE LAVANDA URCA 500G;38089419;2020;S;1;2,65;2,65;4420;2,65;0;50;LIMPEZA E HIGIENE PESSOAL;86;ROSATEX DO NORDESTE PROD. SANEANTES LTDA;5102
13;72639;1015;DESINFETANTE LAVANDA URCA 500G;38089419;2020;S;1;2,65;2,65;4414;2,65;0;50;LIMPEZA E HIGIENE PESSOAL;86;ROSATEX DO NORDESTE PROD. SANEANTES LTDA;5102
6;87312;1015;DESINFETANTE LAVANDA URCA 500G;38089419;2020;S;1;2,65;2,65;4342;2,65;0;50;LIMPEZA E HIGIENE PESSOAL;86;ROSATEX DO NORDESTE PROD. SANEANTES LTDA;5102
6;153718;1013;SABAO PO COCO URCA 500G;34012090;2020;S;1;10,55;10,55;4420;10,55;0;50;LIMPEZA E HIGIENE PESSOAL;86;ROSATEX DO NORDESTE PROD. SANEANTES LTDA;5102
13;72730;1013;SABAO PO COCO URCA 500G;34012090;2020;S;1;10,58;10,58;4414;10,58;0;50;LIMPEZA E HIGIENE PESSOAL;86;ROSATEX DO NORDESTE PROD. SANEANTES LTDA;5102
6;142706;1013;SABAO PO COCO URCA 500G;34012090;2020;S;3;10,55;31,65;4411;10,55;0;50;LIMPEZA E HIGIENE PESSOAL;86;ROSATEX DO NORDESTE PROD. SANEANTES LTDA;5102
9;20614;1013;SABAO PO COCO URCA 500G;34012090;2020;S;2;10,75;21,5;4559;10,75;0;50;LIMPEZA E HIGIENE PESSOAL;86;ROSATEX DO NORDESTE PROD. SANEANTES LTDA;5102
13;143737;1013;SABAO PO COCO URCA 500G;34012090;2020;S;2;10,58;21,16;4404;10,58;0;50;LIMPEZA E HIGIENE PESSOAL;86;ROSATEX DO NORDESTE PROD. SANEANTES LTDA;5102
9;95403;1013;SABAO PO COCO URCA 500G;34012090;2020;S;1;10,75;10,75;4569;10,75;0;50;LIMPEZA E HIGIENE PESSOAL;86;ROSATEX DO NORDESTE PROD. SANEANTES LTDA;5102
13;72717;1007;AMACIANTE ROUPA BRISA URCA 2L;34022000;2020;S;1;6,59;6,59;4414;6,59;0;50;LIMPEZA E HIGIENE PESSOAL;86;ROSATEX DO NORDESTE PROD. SANEANTES LTDA;5102
13;143746;1007;AMACIANTE ROUPA BRISA URCA 2L;34022000;2020;S;1;6,59;6,59;4404;6,59;0;50;LIMPEZA E HIGIENE PESSOAL;86;ROSATEX DO NORDESTE PROD. SANEANTES LTDA;5102
9;126389;1004;AMACIANTE ROUPA PEROLA NATURAL URCA 2L;34022000;2020;S;1;6,59;6,59;4457;6,59;0;50;LIMPEZA E HIGIENE PESSOAL;86;ROSATEX DO NORDESTE PROD. SANEANTES LTDA;5102
6;153589;1004;AMACIANTE ROUPA PEROLA NATURAL URCA 2L;34022000;2020;S;1;6,59;6,59;4420;6,59;0;50;LIMPEZA E HIGIENE PESSOAL;86;ROSATEX DO NORDESTE PROD. SANEANTES LTDA;5102
6;142693;855;FORMINHA PAPEL BCA N.0 INDAPOL 100UN;48025799;2020;S;9;2,65;23,85;4411;2,65;0;62;FESTA;233;FABIANA CORDEIRO COMERCIO - ME;5102
6;91805;855;FORMINHA PAPEL BCA N.0 INDAPOL 100UN;48025799;2020;S;2;2,65;5,3;1083;2,65;0;62;FESTA;233;FABIANA CORDEIRO COMERCIO - ME;5102
13;31243;1083;COPO DESC TRANSP 200ML COPOBRAS 100UN;39241000;2020;S;3;5,19;15,57;4553;5,19;0;63;DESCARTAVEL;60;COPOBRAS S/A IND E COM DE EMBALAGENS;5102
6;153628;1206;GLUCOSE NATURAL KARO 350G;17029000;2020;S;1;19,85;19,85;4420;19,85;0;82;GLUCOSE;2349;AUJO DISTRIBUIDORA DE ALIMENTOS LTDA;5102
13;82301;1206;GLUCOSE NATURAL KARO 350G;17029000;2020;S;1;19,25;19,25;4387;19,25;0;82;GLUCOSE;2349;AUJO DISTRIBUIDORA DE ALIMENTOS LTDA;5102
13;72600;1206;GLUCOSE NATURAL KARO 350G;17029000;2020;S;1;19,25;19,25;4414;19,25;0;82;GLUCOSE;2349;AUJO DISTRIBUIDORA DE ALIMENTOS LTDA;5102
9;95442;1206;GLUCOSE NATURAL KARO 350G;17029000;2020;S;1;19,59;19,59;4569;19,59;0;82;GLUCOSE;2349;AUJO DISTRIBUIDORA DE ALIMENTOS LTDA;5102
9;20769;1061;CONHAQUE ESP DOMECQ 1L;22082000;2020;S;1;41,5;41,5;4458;41,5;60;86;BEBIDA ALCOOLICA;940;ANISIO PINTOR LTDA ;5405
13;59962;1061;CONHAQUE ESP DOMECQ 1L;22082000;2020;S;1;41,5;41,5;4551;41,5;60;86;BEBIDA ALCOOLICA;940;ANISIO PINTOR LTDA ;5405
13;72651;1054;VODKA SUE ABSOLUT 1L;22086000;2020;S;1;79,8;79,8;4414;79,8;60;86;BEBIDA ALCOOLICA;940;ANISIO PINTOR LTDA ;5405
9;67831;959;REFRIGERANTE COCA COLA 350ML;22021000;2021;S;1;2,69;2,69;4554;2,69;60;5;REFRIGERANTE;3437;NORSA REFRIGERANTES LTDA.;5405
13;162937;959;REFRIGERANTE COCA COLA 350ML;22021000;2021;S;12;2,69;32,28;4613;2,69;60;5;REFRIGERANTE;3437;NORSA REFRIGERANTES LTDA.;5405
6;237024;959;REFRIGERANTE COCA COLA 350ML;22021000;2021;S;3;2,69;8,07;4243;2,69;60;5;REFRIGERANTE;3437;NORSA REFRIGERANTES LTDA.;5405
6;237028;959;REFRIGERANTE COCA COLA 350ML;22021000;2021;S;1;2,69;2,69;4243;2,69;60;5;REFRIGERANTE;3437;NORSA REFRIGERANTES LTDA.;5405
13;219366;959;REFRIGERANTE COCA COLA 350ML;22021000;2021;S;1;2,69;2,69;4530;2,69;60;5;REFRIGERANTE;3437;NORSA REFRIGERANTES LTDA.;5405
9;186481;959;REFRIGERANTE COCA COLA 350ML;22021000;2021;S;1;2,69;2,69;4559;2,69;60;5;REFRIGERANTE;3437;NORSA REFRIGERANTES LTDA.;5405
6;240822;959;REFRIGERANTE COCA COLA 350ML;22021000;2021;S;1;2,69;2,69;4238;2,69;60;5;REFRIGERANTE;3437;NORSA REFRIGERANTES LTDA.;5405
9;146510;959;REFRIGERANTE COCA COLA 350ML;22021000;2021;S;1;2,69;2,69;4550;2,69;60;5;REFRIGERANTE;3437;NORSA REFRIGERANTES LTDA.;5405
13;110537;959;REFRIGERANTE COCA COLA 350ML;22021000;2021;S;1;2,69;2,69;4498;2,69;60;5;REFRIGERANTE;3437;NORSA REFRIGERANTES LTDA.;5405
6;242705;959;REFRIGERANTE COCA COLA 350ML;22021000;2021;S;1;2,69;2,69;4604;2,69;60;5;REFRIGERANTE;3437;NORSA REFRIGERANTES LTDA.;5405
13;65065;959;REFRIGERANTE COCA COLA 350ML;22021000;2021;S;1;2,69;2,69;4599;2,69;60;5;REFRIGERANTE;3437;NORSA REFRIGERANTES LTDA.;5405
9;67766;959;REFRIGERANTE COCA COLA 350ML;22021000;2021;S;1;2,69;2,69;4457;2,69;60;5;REFRIGERANTE;3437;NORSA REFRIGERANTES LTDA.;5405
6;236905;959;REFRIGERANTE COCA COLA 350ML;22021000;2021;S;3;2,69;8,07;4243;2,69;60;5;REFRIGERANTE;3437;NORSA REFRIGERANTES LTDA.;5405
9;186549;959;REFRIGERANTE COCA COLA 350ML;22021000;2021;S;1;2,69;2,69;4559;2,69;60;5;REFRIGERANTE;3437;NORSA REFRIGERANTES LTDA.;5405
6;240853;959;REFRIGERANTE COCA COLA 350ML;22021000;2021;S;1;2,69;2,69;4238;2,69;60;5;REFRIGERANTE;3437;NORSA REFRIGERANTES LTDA.;5405
9;229561;959;REFRIGERANTE COCA COLA 350ML;22021000;2021;S;1;2,69;2,69;4366;2,69;60;5;REFRIGERANTE;3437;NORSA REFRIGERANTES LTDA.;5405
6;302947;959;REFRIGERANTE COCA COLA 350ML;22021000;2021;S;1;2,69;2,69;4411;2,69;60;5;REFRIGERANTE;3437;NORSA REFRIGERANTES LTDA.;5405
6;240841;959;REFRIGERANTE COCA COLA 350ML;22021000;2021;S;1;2,69;2,69;4238;2,69;60;5;REFRIGERANTE;3437;NORSA REFRIGERANTES LTDA.;5405
9;225458;959;REFRIGERANTE COCA COLA 350ML;22021000;2021;S;1;2,69;2,69;4458;2,69;60;5;REFRIGERANTE;3437;NORSA REFRIGERANTES LTDA.;5405
6;240873;959;REFRIGERANTE COCA COLA 350ML;22021000;2021;S;1;2,69;2,69;4238;2,69;60;5;REFRIGERANTE;3437;NORSA REFRIGERANTES LTDA.;5405
9;145224;959;REFRIGERANTE COCA COLA 350ML;22021000;2021;S;1;2,69;2,69;4339;2,69;60;5;REFRIGERANTE;3437;NORSA REFRIGERANTES LTDA.;5405
9;225410;959;REFRIGERANTE COCA COLA 350ML;22021000;2021;S;6;2,69;16,14;4458;2,69;60;5;REFRIGERANTE;3437;NORSA REFRIGERANTES LTDA.;5405
6;223817;959;REFRIGERANTE COCA COLA 350ML;22021000;2021;S;4;2,69;10,76;4296;2,69;60;5;REFRIGERANTE;3437;NORSA REFRIGERANTES LTDA.;5405
6;223817;959;REFRIGERANTE COCA COLA 350ML;22021000;2021;S;1;2,69;2,69;4296;2,69;60;5;REFRIGERANTE;3437;NORSA REFRIGERANTES LTDA.;5405
6;240825;959;REFRIGERANTE COCA COLA 350ML;22021000;2021;S;1;2,69;2,69;4238;2,69;60;5;REFRIGERANTE;3437;NORSA REFRIGERANTES LTDA.;5405
9;186483;959;REFRIGERANTE COCA COLA 350ML;22021000;2021;S;1;2,69;2,69;4559;2,69;60;5;REFRIGERANTE;3437;NORSA REFRIGERANTES LTDA.;5405
13;110457;959;REFRIGERANTE COCA COLA 350ML;22021000;2021;S;1;2,69;2,69;4498;2,69;60;5;REFRIGERANTE;3437;NORSA REFRIGERANTES LTDA.;5405
6;236984;959;REFRIGERANTE COCA COLA 350ML;22021000;2021;S;12;2,69;32,28;4243;2,69;60;5;REFRIGERANTE;3437;NORSA REFRIGERANTES LTDA.;5405
6;236947;959;REFRIGERANTE COCA COLA 350ML;22021000;2021;S;1;2,69;2,69;4243;2,69;60;5;REFRIGERANTE;3437;NORSA REFRIGERANTES LTDA.;5405
9;229778;959;REFRIGERANTE COCA COLA 350ML;22021000;2021;S;5;2,69;13,45;4578;2,69;60;5;REFRIGERANTE;3437;NORSA REFRIGERANTES LTDA.;5405
13;110445;959;REFRIGERANTE COCA COLA 350ML;22021000;2021;S;1;2,69;2,69;4498;2,69;60;5;REFRIGERANTE;3437;NORSA REFRIGERANTES LTDA.;5405
9;145288;959;REFRIGERANTE COCA COLA 350ML;22021000;2021;S;1;2,69;2,69;4339;2,69;60;5;REFRIGERANTE;3437;NORSA REFRIGERANTES LTDA.;5405
6;2482;959;REFRIGERANTE COCA COLA 350ML;22021000;2021;S;1;2,69;2,69;4420;2,69;60;5;REFRIGERANTE;3437;NORSA REFRIGERANTES LTDA.;5405
6;223907;959;REFRIGERANTE COCA COLA 350ML;22021000;2021;S;1;2,69;2,69;4566;2,69;60;5;REFRIGERANTE;3437;NORSA REFRIGERANTES LTDA.;5405
9;186568;959;REFRIGERANTE COCA COLA 350ML;22021000;2021;S;1;2,69;2,69;4559;2,69;60;5;REFRIGERANTE;3437;NORSA REFRIGERANTES LTDA.;5405
6;240937;959;REFRIGERANTE COCA COLA 350ML;22021000;2021;S;1;2,69;2,69;4589;2,69;60;5;REFRIGERANTE;3437;NORSA REFRIGERANTES LTDA.;5405
9;145292;959;REFRIGERANTE COCA COLA 350ML;22021000;2021;S;1;2,69;2,69;4339;2,69;60;5;REFRIGERANTE;3437;NORSA REFRIGERANTES LTDA.;5405
9;225519;959;REFRIGERANTE COCA COLA 350ML;22021000;2021;S;1;2,69;2,69;4458;2,69;60;5;REFRIGERANTE;3437;NORSA REFRIGERANTES LTDA.;5405
6;2404;959;REFRIGERANTE COCA COLA 350ML;22021000;2021;S;1;2,69;2,69;1083;2,69;60;5;REFRIGERANTE;3437;NORSA REFRIGERANTES LTDA.;5405
13;219145;959;REFRIGERANTE COCA COLA 350ML;22021000;2021;S;6;2,69;16,14;4530;2,69;60;5;REFRIGERANTE;3437;NORSA REFRIGERANTES LTDA.;5405
9;229605;959;REFRIGERANTE COCA COLA 350ML;22021000;2021;S;2;2,69;5,38;4366;2,69;60;5;REFRIGERANTE;3437;NORSA REFRIGERANTES LTDA.;5405
13;162883;959;REFRIGERANTE COCA COLA 350ML;22021000;2021;S;1;2,69;2,69;4613;2,69;60;5;REFRIGERANTE;3437;NORSA REFRIGERANTES LTDA.;5405
6;240887;959;REFRIGERANTE COCA COLA 350ML;22021000;2021;S;1;2,69;2,69;4238;2,69;60;5;REFRIGERANTE;3437;NORSA REFRIGERANTES LTDA.;5405
6;242780;959;REFRIGERANTE COCA COLA 350ML;22021000;2021;S;1;2,69;2,69;4604;2,69;60;5;REFRIGERANTE;3437;NORSA REFRIGERANTES LTDA.;5405
13;154051;959;REFRIGERANTE COCA COLA 350ML;22021000;2021;S;3;2,69;8,07;4414;2,69;60;5;REFRIGERANTE;3437;NORSA REFRIGERANTES LTDA.;5405
9;186741;959;REFRIGERANTE COCA COLA 350ML;22021000;2021;S;2;2,69;5,38;4548;2,69;60;5;REFRIGERANTE;3437;NORSA REFRIGERANTES LTDA.;5405
9;229607;959;REFRIGERANTE COCA COLA 350ML;22021000;2021;S;2;2,69;5,38;4366;2,69;60;5;REFRIGERANTE;3437;NORSA REFRIGERANTES LTDA.;5405
9;67785;959;REFRIGERANTE COCA COLA 350ML;22021000;2021;S;1;2,69;2,69;4457;2,69;60;5;REFRIGERANTE;3437;NORSA REFRIGERANTES LTDA.;5405
9;145335;959;REFRIGERANTE COCA COLA 350ML;22021000;2021;S;1;2,69;2,69;4339;2,69;60;5;REFRIGERANTE;3437;NORSA REFRIGERANTES LTDA.;5405
9;145335;959;REFRIGERANTE COCA COLA 350ML;22021000;2021;S;2;2,69;5,38;4339;2,69;60;5;REFRIGERANTE;3437;NORSA REFRIGERANTES LTDA.;5405
13;110452;959;REFRIGERANTE COCA COLA 350ML;22021000;2021;S;1;2,69;2,69;4498;2,69;60;5;REFRIGERANTE;3437;NORSA REFRIGERANTES LTDA.;5405
9;67774;959;REFRIGERANTE COCA COLA 350ML;22021000;2021;S;1;2,69;2,69;4457;2,69;60;5;REFRIGERANTE;3437;NORSA REFRIGERANTES LTDA.;5405
13;162875;959;REFRIGERANTE COCA COLA 350ML;22021000;2021;S;3;2,69;8,07;4613;2,69;60;5;REFRIGERANTE;3437;NORSA REFRIGERANTES LTDA.;5405
13;219318;959;REFRIGERANTE COCA COLA 350ML;22021000;2021;S;1;2,69;2,69;4530;2,69;60;5;REFRIGERANTE;3437;NORSA REFRIGERANTES LTDA.;5405
6;240966;959;REFRIGERANTE COCA COLA 350ML;22021000;2021;S;1;2,69;2,69;4589;2,69;60;5;REFRIGERANTE;3437;NORSA REFRIGERANTES LTDA.;5405
6;236972;959;REFRIGERANTE COCA COLA 350ML;22021000;2021;S;2;2,69;5,38;4243;2,69;60;5;REFRIGERANTE;3437;NORSA REFRIGERANTES LTDA.;5405
13;219323;959;REFRIGERANTE COCA COLA 350ML;22021000;2021;S;1;2,69;2,69;4530;2,69;60;5;REFRIGERANTE;3437;NORSA REFRIGERANTES LTDA.;5405
6;241004;959;REFRIGERANTE COCA COLA 350ML;22021000;2021;S;2;2,69;5,38;4589;2,69;60;5;REFRIGERANTE;3437;NORSA REFRIGERANTES LTDA.;5405
6;240872;959;REFRIGERANTE COCA COLA 350ML;22021000;2021;S;1;2,69;2,69;4238;2,69;60;5;REFRIGERANTE;3437;NORSA REFRIGERANTES LTDA.;5405
13;219302;959;REFRIGERANTE COCA COLA 350ML;22021000;2021;S;1;2,69;2,69;4530;2,69;60;5;REFRIGERANTE;3437;NORSA REFRIGERANTES LTDA.;5405
13;154077;959;REFRIGERANTE COCA COLA 350ML;22021000;2021;S;3;2,69;8,07;4414;2,69;60;5;REFRIGERANTE;3437;NORSA REFRIGERANTES LTDA.;5405
13;219318;959;REFRIGERANTE COCA COLA 350ML;22021000;2021;S;1;2,69;2,69;4530;2,69;60;5;REFRIGERANTE;3437;NORSA REFRIGERANTES LTDA.;5405
13;219318;959;REFRIGERANTE COCA COLA 350ML;22021000;2021;S;1;2,69;2,69;4530;2,69;60;5;REFRIGERANTE;3437;NORSA REFRIGERANTES LTDA.;5405
13;154053;959;REFRIGERANTE COCA COLA 350ML;22021000;2021;S;4;2,69;10,76;4414;2,69;60;5;REFRIGERANTE;3437;NORSA REFRIGERANTES LTDA.;5405
9;186778;959;REFRIGERANTE COCA COLA 350ML;22021000;2021;S;1;2,69;2,69;4588;2,69;60;5;REFRIGERANTE;3437;NORSA REFRIGERANTES LTDA.;5405
13;110528;959;REFRIGERANTE COCA COLA 350ML;22021000;2021;S;1;2,69;2,69;4498;2,69;60;5;REFRIGERANTE;3437;NORSA REFRIGERANTES LTDA.;5405
9;229650;959;REFRIGERANTE COCA COLA 350ML;22021000;2021;S;1;2,69;2,69;4366;2,69;60;5;REFRIGERANTE;3437;NORSA REFRIGERANTES LTDA.;5405
6;240821;959;REFRIGERANTE COCA COLA 350ML;22021000;2021;S;1;2,69;2,69;4238;2,69;60;5;REFRIGERANTE;3437;NORSA REFRIGERANTES LTDA.;5405
6;241005;959;REFRIGERANTE COCA COLA 350ML;22021000;2021;S;1;2,69;2,69;4589;2,69;60;5;REFRIGERANTE;3437;NORSA REFRIGERANTES LTDA.;5405
6;240889;959;REFRIGERANTE COCA COLA 350ML;22021000;2021;S;1;2,69;2,69;4238;2,69;60;5;REFRIGERANTE;3437;NORSA REFRIGERANTES LTDA.;5405
9;225486;959;REFRIGERANTE COCA COLA 350ML;22021000;2021;S;1;2,69;2,69;4458;2,69;60;5;REFRIGERANTE;3437;NORSA REFRIGERANTES LTDA.;5405
6;241001;959;REFRIGERANTE COCA COLA 350ML;22021000;2021;S;5;2,69;13,45;4589;2,69;60;5;REFRIGERANTE;3437;NORSA REFRIGERANTES LTDA.;5405
6;240845;959;REFRIGERANTE COCA COLA 350ML;22021000;2021;S;1;2,69;2,69;4238;2,69;60;5;REFRIGERANTE;3437;NORSA REFRIGERANTES LTDA.;5405
6;240857;959;REFRIGERANTE COCA COLA 350ML;22021000;2021;S;1;2,69;2,69;4238;2,69;60;5;REFRIGERANTE;3437;NORSA REFRIGERANTES LTDA.;5405
9;186540;959;REFRIGERANTE COCA COLA 350ML;22021000;2021;S;1;2,69;2,69;4559;2,69;60;5;REFRIGERANTE;3437;NORSA REFRIGERANTES LTDA.;5405
9;186560;959;REFRIGERANTE COCA COLA 350ML;22021000;2021;S;1;2,69;2,69;4559;2,69;60;5;REFRIGERANTE;3437;NORSA REFRIGERANTES LTDA.;5405
13;162799;959;REFRIGERANTE COCA COLA 350ML;22021000;2021;S;1;2,69;2,69;4613;2,69;60;5;REFRIGERANTE;3437;NORSA REFRIGERANTES LTDA.;5405
13;162799;959;REFRIGERANTE COCA COLA 350ML;22021000;2021;S;1;2,69;2,69;4613;2,69;60;5;REFRIGERANTE;3437;NORSA REFRIGERANTES LTDA.;5405
13;110532;959;REFRIGERANTE COCA COLA 350ML;22021000;2021;S;1;2,69;2,69;4498;2,69;60;5;REFRIGERANTE;3437;NORSA REFRIGERANTES LTDA.;5405
9;225551;959;REFRIGERANTE COCA COLA 350ML;22021000;2021;S;1;2,69;2,69;4458;2,69;60;5;REFRIGERANTE;3437;NORSA REFRIGERANTES LTDA.;5405
9;145457;959;REFRIGERANTE COCA COLA 350ML;22021000;2021;S;1;2,69;2,69;4457;2,69;60;5;REFRIGERANTE;3437;NORSA REFRIGERANTES LTDA.;5405
9;145457;959;REFRIGERANTE COCA COLA 350ML;22021000;2021;S;3;2,69;8,07;4457;2,69;60;5;REFRIGERANTE;3437;NORSA REFRIGERANTES LTDA.;5405
9;145176;959;REFRIGERANTE COCA COLA 350ML;22021000;2021;S;4;2,69;10,76;4339;2,69;60;5;REFRIGERANTE;3437;NORSA REFRIGERANTES LTDA.;5405
