FILIAL;NOTA;PROD;DESCRICAO;NBM;DATA;OPERACAO;QT;PRECOVENDA;TOTAL;USUARIO;PRECO_TABELA;SITTRIBUT;CODEPTO;DESCRICAODEPTO;CODFORNEC;FORNECEDOR;CODFISCAL
13;65039;1034;FEIJAO CARIOCA TP1 KICALDO 1KG;7133399;2021;S;1;8,95;8,95;4612;8,95;41;38;MERCEARIA;58;SOMAR COMERCIO E TRANSP DE ALIM LTDA;5102
9;145386;1034;FEIJAO CARIOCA TP1 KICALDO 1KG;7133399;2021;S;1;8,95;8,95;4457;8,95;41;38;MERCEARIA;58;SOMAR COMERCIO E TRANSP DE ALIM LTDA;5102
6;115324;1034;FEIJAO CARIOCA TP1 KICALDO 1KG;7133399;2021;S;2;8,95;17,9;4571;8,95;41;38;MERCEARIA;58;SOMAR COMERCIO E TRANSP DE ALIM LTDA;5102
13;154005;1034;FEIJAO CARIOCA TP1 KICALDO 1KG;7133399;2021;S;1;8,95;8,95;4414;8,95;41;38;MERCEARIA;58;SOMAR COMERCIO E TRANSP DE ALIM LTDA;5102
6;236858;1034;FEIJAO CARIOCA TP1 KICALDO 1KG;7133399;2021;S;1;8,95;8,95;4422;8,95;41;38;MERCEARIA;58;SOMAR COMERCIO E TRANSP DE ALIM LTDA;5102
6;223812;1034;FEIJAO CARIOCA TP1 KICALDO 1KG;7133399;2021;S;1;8,95;8,95;4296;8,95;41;38;MERCEARIA;58;SOMAR COMERCIO E TRANSP DE ALIM LTDA;5102
13;153988;1034;FEIJAO CARIOCA TP1 KICALDO 1KG;7133399;2021;S;1;8,95;8,95;4414;8,95;41;38;MERCEARIA;58;SOMAR COMERCIO E TRANSP DE ALIM LTDA;5102
6;236863;1034;FEIJAO CARIOCA TP1 KICALDO 1KG;7133399;2021;S;5;8,95;44,75;4422;8,95;41;38;MERCEARIA;58;SOMAR COMERCIO E TRANSP DE ALIM LTDA;5102
13;153987;1034;FEIJAO CARIOCA TP1 KICALDO 1KG;7133399;2021;S;1;8,95;8,95;4414;8,95;41;38;MERCEARIA;58;SOMAR COMERCIO E TRANSP DE ALIM LTDA;5102
9;225558;966;ARROZ PARB LF-T2 EMOCOES 1KG;10063011;2021;S;1;6,25;6,25;4458;6,25;0;38;MERCEARIA;53;NELSON WENDT CIA LTDA;5102
6;242748;966;ARROZ PARB LF-T2 EMOCOES 1KG;10063011;2021;S;1;6,39;6,39;4604;6,39;0;38;MERCEARIA;53;NELSON WENDT CIA LTDA;5102
13;202809;966;ARROZ PARB LF-T2 EMOCOES 1KG;10063011;2021;S;1;6,25;6,25;4602;6,25;0;38;MERCEARIA;53;NELSON WENDT CIA LTDA;5102
6;2467;966;ARROZ PARB LF-T2 EMOCOES 1KG;10063011;2021;S;2;6,39;12,78;4420;6,39;0;38;MERCEARIA;53;NELSON WENDT CIA LTDA;5102
13;219203;966;ARROZ PARB LF-T2 EMOCOES 1KG;10063011;2021;S;2;6,25;12,5;4530;6,25;0;38;MERCEARIA;53;NELSON WENDT CIA LTDA;5102
9;146470;966;ARROZ PARB LF-T2 EMOCOES 1KG;10063011;2021;S;1;6,25;6,25;4550;6,25;0;38;MERCEARIA;53;NELSON WENDT CIA LTDA;5102
6;242675;966;ARROZ PARB LF-T2 EMOCOES 1KG;10063011;2021;S;1;6,39;6,39;4360;6,39;0;38;MERCEARIA;53;NELSON WENDT CIA LTDA;5102
13;162824;966;ARROZ PARB LF-T2 EMOCOES 1KG;10063011;2021;S;1;6,25;6,25;4613;6,25;0;38;MERCEARIA;53;NELSON WENDT CIA LTDA;5102
13;219247;966;ARROZ PARB LF-T2 EMOCOES 1KG;10063011;2021;S;2;6,25;12,5;4530;6,25;0;38;MERCEARIA;53;NELSON WENDT CIA LTDA;5102
13;202892;966;ARROZ PARB LF-T2 EMOCOES 1KG;10063011;2021;S;1;6,25;6,25;4602;6,25;0;38;MERCEARIA;53;NELSON WENDT CIA LTDA;5102
13;219286;966;ARROZ PARB LF-T2 EMOCOES 1KG;10063011;2021;S;1;6,25;6,25;4530;6,25;0;38;MERCEARIA;53;NELSON WENDT CIA LTDA;5102
6;302988;966;ARROZ PARB LF-T2 EMOCOES 1KG;10063011;2021;S;1;6,39;6,39;4411;6,39;0;38;MERCEARIA;53;NELSON WENDT CIA LTDA;5102
13;219219;966;ARROZ PARB LF-T2 EMOCOES 1KG;10063011;2021;S;1;6,25;6,25;4530;6,25;0;38;MERCEARIA;53;NELSON WENDT CIA LTDA;5102
6;236895;966;ARROZ PARB LF-T2 EMOCOES 1KG;10063011;2021;S;1;6,39;6,39;4422;6,39;0;38;MERCEARIA;53;NELSON WENDT CIA LTDA;5102
6;223812;966;ARROZ PARB LF-T2 EMOCOES 1KG;10063011;2021;S;1;6,39;6,39;4296;6,39;0;38;MERCEARIA;53;NELSON WENDT CIA LTDA;5102
6;115313;966;ARROZ PARB LF-T2 EMOCOES 1KG;10063011;2021;S;1;6,39;6,39;4571;6,39;0;38;MERCEARIA;53;NELSON WENDT CIA LTDA;5102
9;150866;966;ARROZ PARB LF-T2 EMOCOES 1KG;10063011;2021;S;1;6,25;6,25;4593;6,25;0;38;MERCEARIA;53;NELSON WENDT CIA LTDA;5102
6;242795;1021;MULTIUSO LAVANDA URCA 500ML;34022000;2021;S;1;3,59;3,59;4604;3,59;0;50;LIMPEZA E HIGIENE PESSOAL;86;ROSATEX DO NORDESTE PROD. SANEANTES LTDA;5102
9;145222;1021;MULTIUSO LAVANDA URCA 500ML;34022000;2021;S;2;3,59;7,18;4339;3,59;0;50;LIMPEZA E HIGIENE PESSOAL;86;ROSATEX DO NORDESTE PROD. SANEANTES LTDA;5102
9;145317;1015;DESINFETANTE LAVANDA URCA 500G;38089419;2021;S;1;2,35;2,35;4339;2,35;0;50;LIMPEZA E HIGIENE PESSOAL;86;ROSATEX DO NORDESTE PROD. SANEANTES LTDA;5102
9;186612;1004;AMACIANTE ROUPA PEROLA NATURAL URCA 2L;34022000;2021;S;1;6,99;6,99;4457;6,99;0;50;LIMPEZA E HIGIENE PESSOAL;86;ROSATEX DO NORDESTE PROD. SANEANTES LTDA;5102
6;223878;855;FORMINHA PAPEL BCA N.0 INDAPOL 100UN;48025799;2021;S;1;2,65;2,65;4566;2,65;0;62;FESTA;4140;MCBSS COMERCIO ATACADISTA DE EMBALAGENS EIRELI;5102
6;223878;855;FORMINHA PAPEL BCA N.0 INDAPOL 100UN;48025799;2021;S;1;2,65;2,65;4566;2,65;0;62;FESTA;4140;MCBSS COMERCIO ATACADISTA DE EMBALAGENS EIRELI;5102
6;223819;1096;COPO DESC BCO 250ML COPOBRAS 100UN;39241000;2021;S;1;8,15;8,15;4296;8,15;0;63;DESCARTAVEL;60;COPOBRAS S/A IND E COM DE EMBALAGENS;5102
6;115238;1083;COPO DESC TRANSP 200ML COPOBRAS 100UN;39241000;2021;S;1;6,99;6,99;4544;6,99;0;63;DESCARTAVEL;60;COPOBRAS S/A IND E COM DE EMBALAGENS;5102
13;202927;1080;PRATO DESC 15CM COPOBRAS 10UN;39241000;2021;S;3;1,79;5,37;4602;1,79;0;63;DESCARTAVEL;60;COPOBRAS S/A IND E COM DE EMBALAGENS;5102
9;67828;1080;PRATO DESC 15CM COPOBRAS 10UN;39241000;2021;S;1;1,79;1,79;4554;1,79;0;63;DESCARTAVEL;60;COPOBRAS S/A IND E COM DE EMBALAGENS;5102
6;236900;1080;PRATO DESC 15CM COPOBRAS 10UN;39241000;2021;S;1;1,79;1,79;4422;1,79;0;63;DESCARTAVEL;60;COPOBRAS S/A IND E COM DE EMBALAGENS;5102
6;242776;1080;PRATO DESC 15CM COPOBRAS 10UN;39241000;2021;S;1;2,3;2,3;4604;2,3;0;63;DESCARTAVEL;60;COPOBRAS S/A IND E COM DE EMBALAGENS;5102
6;115296;1079;PRATO DESC 12CM FUNDO COPOBRAS 10UN;39241000;2021;S;2;1,29;2,58;4571;1,29;0;63;DESCARTAVEL;60;COPOBRAS S/A IND E COM DE EMBALAGENS;5102
13;219322;1061;CONHAQUE ESP DOMECQ 1L;22082000;2021;S;1;39,99;39,99;4530;39,99;60;86;BEBIDA ALCOOLICA;940;ANISIO PINTOR LTDA ;5405
13;154029;1061;CONHAQUE ESP DOMECQ 1L;22082000;2021;S;1;39,99;39,99;4414;39,99;60;86;BEBIDA ALCOOLICA;940;ANISIO PINTOR LTDA ;5405
9;225397;1054;VODKA SUE ABSOLUT 1L;22086000;2021;S;1;79,9;79,9;4458;79,9;60;86;BEBIDA ALCOOLICA;940;ANISIO PINTOR LTDA ;5405
9;225399;1054;VODKA SUE ABSOLUT 1L;22086000;2021;S;1;79,9;79,9;4458;79,9;60;86;BEBIDA ALCOOLICA;940;ANISIO PINTOR LTDA ;5405
9;146444;1054;VODKA SUE ABSOLUT 1L;22086000;2021;S;1;79,9;79,9;4550;79,9;60;86;BEBIDA ALCOOLICA;940;ANISIO PINTOR LTDA ;5405
9;145253;1054;VODKA SUE ABSOLUT 1L;22086000;2021;S;1;79,9;79,9;4339;79,9;60;86;BEBIDA ALCOOLICA;940;ANISIO PINTOR LTDA ;5405
9;145272;1054;VODKA SUE ABSOLUT 1L;22086000;2021;S;1;79,9;79,9;4339;79,9;60;86;BEBIDA ALCOOLICA;940;ANISIO PINTOR LTDA ;5405
9;225425;1054;VODKA SUE ABSOLUT 1L;22086000;2021;S;1;79,9;79,9;4458;79,9;60;86;BEBIDA ALCOOLICA;940;ANISIO PINTOR LTDA ;5405
6;81681;1206;GLUCOSE NATURAL KARO 350G;17029000;2022;S;1;16,9;16,9;4544;16,9;0;38;MERCEARIA;2349;AUJO DISTRIBUIDORA DE ALIMENTOS LTDA;5102
9;341686;1201;ACUCAR REF GRAN PREM OLHO D AGUA 1KG;17019900;2022;S;1;4,29;4,29;4634;4,29;0;38;MERCEARIA;84;USINA CENTRAL OLHO DAGUA S/A;5102
9;265729;1201;ACUCAR REF GRAN PREM OLHO D AGUA 1KG;17019900;2022;S;1;4,29;4,29;4550;4,29;0;38;MERCEARIA;84;USINA CENTRAL OLHO DAGUA S/A;5102
13;264769;1201;ACUCAR REF GRAN PREM OLHO D AGUA 1KG;17019900;2022;S;2;4,29;8,58;4416;4,29;0;38;MERCEARIA;84;USINA CENTRAL OLHO DAGUA S/A;5102
13;238561;1201;ACUCAR REF GRAN PREM OLHO D AGUA 1KG;17019900;2022;S;1;4,29;4,29;4622;4,29;0;38;MERCEARIA;84;USINA CENTRAL OLHO DAGUA S/A;5102
6;310387;1201;ACUCAR REF GRAN PREM OLHO D AGUA 1KG;17019900;2022;S;1;4,29;4,29;4422;4,29;0;38;MERCEARIA;84;USINA CENTRAL OLHO DAGUA S/A;5102
6;332744;1201;ACUCAR REF GRAN PREM OLHO D AGUA 1KG;17019900;2022;S;1;4,29;4,29;4644;4,29;0;38;MERCEARIA;84;USINA CENTRAL OLHO DAGUA S/A;5102
6;332744;1201;ACUCAR REF GRAN PREM OLHO D AGUA 1KG;17019900;2022;S;1;4,29;4,29;4644;4,29;0;38;MERCEARIA;84;USINA CENTRAL OLHO DAGUA S/A;5102
13;238525;1201;ACUCAR REF GRAN PREM OLHO D AGUA 1KG;17019900;2022;S;1;4,29;4,29;4622;4,29;0;38;MERCEARIA;84;USINA CENTRAL OLHO DAGUA S/A;5102
6;332808;1201;ACUCAR REF GRAN PREM OLHO D AGUA 1KG;17019900;2022;S;2;4,29;8,58;4644;4,29;0;38;MERCEARIA;84;USINA CENTRAL OLHO DAGUA S/A;5102
9;265755;1201;ACUCAR REF GRAN PREM OLHO D AGUA 1KG;17019900;2022;S;1;4,29;4,29;4550;4,29;0;38;MERCEARIA;84;USINA CENTRAL OLHO DAGUA S/A;5102
6;310527;1201;ACUCAR REF GRAN PREM OLHO D AGUA 1KG;17019900;2022;S;3;4,29;12,87;4652;4,29;0;38;MERCEARIA;84;USINA CENTRAL OLHO DAGUA S/A;5102
6;323776;1201;ACUCAR REF GRAN PREM OLHO D AGUA 1KG;17019900;2022;S;1;4,29;4,29;1019;4,29;0;38;MERCEARIA;84;USINA CENTRAL OLHO DAGUA S/A;5102
9;341873;1201;ACUCAR REF GRAN PREM OLHO D AGUA 1KG;17019900;2022;S;1;4,29;4,29;4579;4,29;0;38;MERCEARIA;84;USINA CENTRAL OLHO DAGUA S/A;5102
13;297547;1201;ACUCAR REF GRAN PREM OLHO D AGUA 1KG;17019900;2022;S;1;4,29;4,29;4620;4,29;0;38;MERCEARIA;84;USINA CENTRAL OLHO DAGUA S/A;5102
13;125701;1201;ACUCAR REF GRAN PREM OLHO D AGUA 1KG;17019900;2022;S;1;4,29;4,29;4648;4,29;0;38;MERCEARIA;84;USINA CENTRAL OLHO DAGUA S/A;5102
9;265858;1201;ACUCAR REF GRAN PREM OLHO D AGUA 1KG;17019900;2022;S;2;4,29;8,58;4550;4,29;0;38;MERCEARIA;84;USINA CENTRAL OLHO DAGUA S/A;5102
13;264898;1201;ACUCAR REF GRAN PREM OLHO D AGUA 1KG;17019900;2022;S;1;4,29;4,29;4536;4,29;0;38;MERCEARIA;84;USINA CENTRAL OLHO DAGUA S/A;5102
9;341572;1201;ACUCAR REF GRAN PREM OLHO D AGUA 1KG;17019900;2022;S;1;4,29;4,29;4634;4,29;0;38;MERCEARIA;84;USINA CENTRAL OLHO DAGUA S/A;5102
13;264976;1201;ACUCAR REF GRAN PREM OLHO D AGUA 1KG;17019900;2022;S;2;4,29;8,58;4536;4,29;0;38;MERCEARIA;84;USINA CENTRAL OLHO DAGUA S/A;5102
13;125792;1201;ACUCAR REF GRAN PREM OLHO D AGUA 1KG;17019900;2022;S;1;4,29;4,29;4648;4,29;0;38;MERCEARIA;84;USINA CENTRAL OLHO DAGUA S/A;5102
9;265881;1201;ACUCAR REF GRAN PREM OLHO D AGUA 1KG;17019900;2022;S;1;4,29;4,29;4550;4,29;0;38;MERCEARIA;84;USINA CENTRAL OLHO DAGUA S/A;5102
6;81840;1201;ACUCAR REF GRAN PREM OLHO D AGUA 1KG;17019900;2022;S;1;4,29;4,29;4544;4,29;0;38;MERCEARIA;84;USINA CENTRAL OLHO DAGUA S/A;5102
13;264896;1201;ACUCAR REF GRAN PREM OLHO D AGUA 1KG;17019900;2022;S;3;4,29;12,87;4536;4,29;0;38;MERCEARIA;84;USINA CENTRAL OLHO DAGUA S/A;5102
6;323735;1201;ACUCAR REF GRAN PREM OLHO D AGUA 1KG;17019900;2022;S;1;4,29;4,29;1019;4,29;0;38;MERCEARIA;84;USINA CENTRAL OLHO DAGUA S/A;5102
6;310482;1201;ACUCAR REF GRAN PREM OLHO D AGUA 1KG;17019900;2022;S;1;4,29;4,29;4652;4,29;0;38;MERCEARIA;84;USINA CENTRAL OLHO DAGUA S/A;5102
13;264981;1201;ACUCAR REF GRAN PREM OLHO D AGUA 1KG;17019900;2022;S;1;4,29;4,29;4536;4,29;0;38;MERCEARIA;84;USINA CENTRAL OLHO DAGUA S/A;5102
13;264693;1201;ACUCAR REF GRAN PREM OLHO D AGUA 1KG;17019900;2022;S;1;4,29;4,29;4416;4,29;0;38;MERCEARIA;84;USINA CENTRAL OLHO DAGUA S/A;5102
9;215000;1201;ACUCAR REF GRAN PREM OLHO D AGUA 1KG;17019900;2022;S;1;4,29;4,29;4458;4,29;0;38;MERCEARIA;84;USINA CENTRAL OLHO DAGUA S/A;5102
6;332699;1201;ACUCAR REF GRAN PREM OLHO D AGUA 1KG;17019900;2022;S;2;4,29;8,58;4238;4,29;0;38;MERCEARIA;84;USINA CENTRAL OLHO DAGUA S/A;5102
9;266869;1201;ACUCAR REF GRAN PREM OLHO D AGUA 1KG;17019900;2022;S;1;4,29;4,29;4458;4,29;0;38;MERCEARIA;84;USINA CENTRAL OLHO DAGUA S/A;5102
9;341840;1201;ACUCAR REF GRAN PREM OLHO D AGUA 1KG;17019900;2022;S;1;4,29;4,29;4579;4,29;0;38;MERCEARIA;84;USINA CENTRAL OLHO DAGUA S/A;5102
9;265868;1201;ACUCAR REF GRAN PREM OLHO D AGUA 1KG;17019900;2022;S;1;4,29;4,29;4550;4,29;0;38;MERCEARIA;84;USINA CENTRAL OLHO DAGUA S/A;5102
13;297523;1201;ACUCAR REF GRAN PREM OLHO D AGUA 1KG;17019900;2022;S;1;4,29;4,29;4620;4,29;0;38;MERCEARIA;84;USINA CENTRAL OLHO DAGUA S/A;5102
9;265789;1201;ACUCAR REF GRAN PREM OLHO D AGUA 1KG;17019900;2022;S;1;4,29;4,29;4550;4,29;0;38;MERCEARIA;84;USINA CENTRAL OLHO DAGUA S/A;5102
9;309698;1201;ACUCAR REF GRAN PREM OLHO D AGUA 1KG;17019900;2022;S;1;4,29;4,29;4554;4,29;0;38;MERCEARIA;84;USINA CENTRAL OLHO DAGUA S/A;5102
6;332886;1201;ACUCAR REF GRAN PREM OLHO D AGUA 1KG;17019900;2022;S;1;4,29;4,29;4644;4,29;0;38;MERCEARIA;84;USINA CENTRAL OLHO DAGUA S/A;5102
9;309790;1201;ACUCAR REF GRAN PREM OLHO D AGUA 1KG;17019900;2022;S;1;4,29;4,29;4554;4,29;0;38;MERCEARIA;84;USINA CENTRAL OLHO DAGUA S/A;5102
13;264738;1201;ACUCAR REF GRAN PREM OLHO D AGUA 1KG;17019900;2022;S;4;4,29;17,16;4416;4,29;0;38;MERCEARIA;84;USINA CENTRAL OLHO DAGUA S/A;5102
9;309790;1201;ACUCAR REF GRAN PREM OLHO D AGUA 1KG;17019900;2022;S;1;4,29;4,29;4554;4,29;0;38;MERCEARIA;84;USINA CENTRAL OLHO DAGUA S/A;5102
9;265778;1201;ACUCAR REF GRAN PREM OLHO D AGUA 1KG;17019900;2022;S;1;4,29;4,29;4550;4,29;0;38;MERCEARIA;84;USINA CENTRAL OLHO DAGUA S/A;5102
6;323770;1201;ACUCAR REF GRAN PREM OLHO D AGUA 1KG;17019900;2022;S;1;4,29;4,29;1019;4,29;0;38;MERCEARIA;84;USINA CENTRAL OLHO DAGUA S/A;5102
13;238659;1201;ACUCAR REF GRAN PREM OLHO D AGUA 1KG;17019900;2022;S;1;4,29;4,29;4530;4,29;0;38;MERCEARIA;84;USINA CENTRAL OLHO DAGUA S/A;5102
6;332792;1173;MOLHO SHOYU TAMBAU 150ML;21031010;2022;S;1;2,65;2,65;4238;2,65;0;38;MERCEARIA;29;TAMBAU INDUSTRIA ALIMENTICIA LTDA;5102
6;323827;1173;MOLHO SHOYU TAMBAU 150ML;21031010;2022;S;1;2,65;2,65;4242;2,65;0;38;MERCEARIA;29;TAMBAU INDUSTRIA ALIMENTICIA LTDA;5102
6;337206;1173;MOLHO SHOYU TAMBAU 150ML;21031010;2022;S;1;2,65;2,65;4603;2,65;0;38;MERCEARIA;29;TAMBAU INDUSTRIA ALIMENTICIA LTDA;5102
6;310407;1166;MOLHO PIMENTA TAMBAU 150ML;21039021;2022;S;1;2,19;2,19;4422;2,19;0;38;MERCEARIA;29;TAMBAU INDUSTRIA ALIMENTICIA LTDA;5102
6;332809;1166;MOLHO PIMENTA TAMBAU 150ML;21039021;2022;S;1;2,19;2,19;4644;2,19;0;38;MERCEARIA;29;TAMBAU INDUSTRIA ALIMENTICIA LTDA;5102
13;297379;1164;MOLHO ALHO TAMBAU 150ML;21039091;2022;S;1;2,1;2,1;4639;2,1;0;38;MERCEARIA;29;TAMBAU INDUSTRIA ALIMENTICIA LTDA;5102
9;341704;1164;MOLHO ALHO TAMBAU 150ML;21039091;2022;S;1;2,1;2,1;4634;2,1;0;38;MERCEARIA;29;TAMBAU INDUSTRIA ALIMENTICIA LTDA;5102
6;81750;1160;CATCHUP SCH TAMBAU 200G;21032010;2022;S;1;2,19;2,19;4544;2,19;0;38;MERCEARIA;29;TAMBAU INDUSTRIA ALIMENTICIA LTDA;5102
6;81750;1160;CATCHUP SCH TAMBAU 200G;21032010;2022;S;1;2,19;2,19;4544;2,19;0;38;MERCEARIA;29;TAMBAU INDUSTRIA ALIMENTICIA LTDA;5102
6;310455;1160;CATCHUP SCH TAMBAU 200G;21032010;2022;S;1;2,19;2,19;4422;2,19;0;38;MERCEARIA;29;TAMBAU INDUSTRIA ALIMENTICIA LTDA;5102
13;297395;1160;CATCHUP SCH TAMBAU 200G;21032010;2022;S;1;2,19;2,19;4639;2,19;0;38;MERCEARIA;29;TAMBAU INDUSTRIA ALIMENTICIA LTDA;5102
6;323782;1160;CATCHUP SCH TAMBAU 200G;21032010;2022;S;1;2,19;2,19;1019;2,19;0;38;MERCEARIA;29;TAMBAU INDUSTRIA ALIMENTICIA LTDA;5102
9;266692;1160;CATCHUP SCH TAMBAU 200G;21032010;2022;S;1;2,19;2,19;4458;2,19;0;38;MERCEARIA;29;TAMBAU INDUSTRIA ALIMENTICIA LTDA;5102
6;310546;1160;CATCHUP SCH TAMBAU 200G;21032010;2022;S;1;2,19;2,19;4652;2,19;0;38;MERCEARIA;29;TAMBAU INDUSTRIA ALIMENTICIA LTDA;5102
13;297546;1153;MOLHO TOMATE SCH TAMBAU 200G;21032010;2022;S;1;1,49;1,49;4620;1,49;0;38;MERCEARIA;29;TAMBAU INDUSTRIA ALIMENTICIA LTDA;5102
13;297546;1153;MOLHO TOMATE SCH TAMBAU 200G;21032010;2022;S;1;1,49;1,49;4620;1,49;0;38;MERCEARIA;29;TAMBAU INDUSTRIA ALIMENTICIA LTDA;5102
6;323717;1153;MOLHO TOMATE SCH TAMBAU 200G;21032010;2022;S;1;1,49;1,49;1019;1,49;0;38;MERCEARIA;29;TAMBAU INDUSTRIA ALIMENTICIA LTDA;5102
6;323717;1153;MOLHO TOMATE SCH TAMBAU 200G;21032010;2022;S;1;1,49;1,49;1019;1,49;0;38;MERCEARIA;29;TAMBAU INDUSTRIA ALIMENTICIA LTDA;5102
6;323717;1153;MOLHO TOMATE SCH TAMBAU 200G;21032010;2022;S;1;1,49;1,49;1019;1,49;0;38;MERCEARIA;29;TAMBAU INDUSTRIA ALIMENTICIA LTDA;5102
6;323717;1153;MOLHO TOMATE SCH TAMBAU 200G;21032010;2022;S;1;1,49;1,49;1019;1,49;0;38;MERCEARIA;29;TAMBAU INDUSTRIA ALIMENTICIA LTDA;5102
13;264867;1153;MOLHO TOMATE SCH TAMBAU 200G;21032010;2022;S;1;1,49;1,49;4536;1,49;0;38;MERCEARIA;29;TAMBAU INDUSTRIA ALIMENTICIA LTDA;5102
6;310455;1146;EXTRATO TOMATE SCH TAMBAU 140G;20029090;2022;S;1;1,35;1,35;4422;1,35;0;38;MERCEARIA;29;TAMBAU INDUSTRIA ALIMENTICIA LTDA;5102
6;332719;1140;CATCHUP TAMBAU 200G;21032010;2022;S;1;3,29;3,29;4238;3,29;0;38;MERCEARIA;29;TAMBAU INDUSTRIA ALIMENTICIA LTDA;5102
6;81748;1139;CATCHUP TAMBAU 400G;21032010;2022;S;1;4,98;4,98;4544;4,98;0;38;MERCEARIA;29;TAMBAU INDUSTRIA ALIMENTICIA LTDA;5102
6;332729;1138;CATCHUP PIC TAMBAU 400G;21032010;2022;S;2;4,99;9,98;4238;4,99;0;38;MERCEARIA;29;TAMBAU INDUSTRIA ALIMENTICIA LTDA;5102
9;265864;1138;CATCHUP PIC TAMBAU 400G;21032010;2022;S;1;4,99;4,99;4550;4,99;0;38;MERCEARIA;29;TAMBAU INDUSTRIA ALIMENTICIA LTDA;5102
13;297657;1138;CATCHUP PIC TAMBAU 400G;21032010;2022;S;1;4,99;4,99;4620;4,99;0;38;MERCEARIA;29;TAMBAU INDUSTRIA ALIMENTICIA LTDA;5102
9;341617;1136;CATCHUP TAMBAU 830G;21032010;2022;S;1;5,69;5,69;4634;5,69;0;38;MERCEARIA;29;TAMBAU INDUSTRIA ALIMENTICIA LTDA;5102
6;310527;1136;CATCHUP TAMBAU 830G;21032010;2022;S;1;5,69;5,69;4652;5,69;0;38;MERCEARIA;29;TAMBAU INDUSTRIA ALIMENTICIA LTDA;5102
13;238677;1136;CATCHUP TAMBAU 830G;21032010;2022;S;1;5,69;5,69;4530;5,69;0;38;MERCEARIA;29;TAMBAU INDUSTRIA ALIMENTICIA LTDA;5102
6;310490;1136;CATCHUP TAMBAU 830G;21032010;2022;S;1;5,69;5,69;4652;5,69;0;38;MERCEARIA;29;TAMBAU INDUSTRIA ALIMENTICIA LTDA;5102
9;341895;1136;CATCHUP TAMBAU 830G;21032010;2022;S;1;5,69;5,69;4579;5,69;0;38;MERCEARIA;29;TAMBAU INDUSTRIA ALIMENTICIA LTDA;5102
13;297602;1136;CATCHUP TAMBAU 830G;21032010;2022;S;1;5,69;5,69;4620;5,69;0;38;MERCEARIA;29;TAMBAU INDUSTRIA ALIMENTICIA LTDA;5102
6;323737;1136;CATCHUP TAMBAU 830G;21032010;2022;S;1;5,69;5,69;1019;5,69;0;38;MERCEARIA;29;TAMBAU INDUSTRIA ALIMENTICIA LTDA;5102
9;341742;1136;CATCHUP TAMBAU 830G;21032010;2022;S;1;5,69;5,69;4579;5,69;0;38;MERCEARIA;29;TAMBAU INDUSTRIA ALIMENTICIA LTDA;5102
9;341826;1136;CATCHUP TAMBAU 830G;21032010;2022;S;1;5,69;5,69;4579;5,69;0;38;MERCEARIA;29;TAMBAU INDUSTRIA ALIMENTICIA LTDA;5102
13;264910;1136;CATCHUP TAMBAU 830G;21032010;2022;S;1;5,69;5,69;4536;5,69;0;38;MERCEARIA;29;TAMBAU INDUSTRIA ALIMENTICIA LTDA;5102
6;310580;1136;CATCHUP TAMBAU 830G;21032010;2022;S;1;5,69;5,69;4652;5,69;0;38;MERCEARIA;29;TAMBAU INDUSTRIA ALIMENTICIA LTDA;5102
6;332822;1136;CATCHUP TAMBAU 830G;21032010;2022;S;1;5,69;5,69;4644;5,69;0;38;MERCEARIA;29;TAMBAU INDUSTRIA ALIMENTICIA LTDA;5102
9;341704;1136;CATCHUP TAMBAU 830G;21032010;2022;S;1;5,69;5,69;4634;5,69;0;38;MERCEARIA;29;TAMBAU INDUSTRIA ALIMENTICIA LTDA;5102
6;310527;1132;MOSTARDA TAMBAU 180G;21033021;2022;S;1;3,45;3,45;4652;3,45;0;38;MERCEARIA;29;TAMBAU INDUSTRIA ALIMENTICIA LTDA;5102
9;265864;1132;MOSTARDA TAMBAU 180G;21033021;2022;S;1;3,45;3,45;4550;3,45;0;38;MERCEARIA;29;TAMBAU INDUSTRIA ALIMENTICIA LTDA;5102
9;265863;1132;MOSTARDA TAMBAU 180G;21033021;2022;S;1;3,45;3,45;4550;3,45;0;38;MERCEARIA;29;TAMBAU INDUSTRIA ALIMENTICIA LTDA;5102
13;238786;1132;MOSTARDA TAMBAU 180G;21033021;2022;S;1;3,45;3,45;4530;3,45;0;38;MERCEARIA;29;TAMBAU INDUSTRIA ALIMENTICIA LTDA;5102
13;264777;1112;DOCE GOIABA TAMBAU 600G;20079990;2022;S;1;5,5;5,5;4416;5,5;0;38;MERCEARIA;29;TAMBAU INDUSTRIA ALIMENTICIA LTDA;5102
6;310595;1112;DOCE GOIABA TAMBAU 600G;20079990;2022;S;1;5,5;5,5;4652;5,5;0;38;MERCEARIA;29;TAMBAU INDUSTRIA ALIMENTICIA LTDA;5102
6;310501;1112;DOCE GOIABA TAMBAU 600G;20079990;2022;S;1;5,5;5,5;4422;5,5;0;38;MERCEARIA;29;TAMBAU INDUSTRIA ALIMENTICIA LTDA;5102
6;81985;1112;DOCE GOIABA TAMBAU 600G;20079990;2022;S;1;5,5;5,5;4649;5,5;0;38;MERCEARIA;29;TAMBAU INDUSTRIA ALIMENTICIA LTDA;5102
13;264668;1111;DOCE GOIABA TAMBAU 300G;20079990;2022;S;1;2,9;2,9;4416;2,9;0;38;MERCEARIA;29;TAMBAU INDUSTRIA ALIMENTICIA LTDA;5102
